adapter,case_id,confidence,expected,label,latency_ms,model_name,ok,pair,requested_model,returned_model,text,wall_ms,warmup
openrouter-decisions,banking77-test-1695,1.0,request_refund,request_refund,326.064673,openrouter-jev,True,124,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I have an item refunded?,458.196484,False
openrouter-decisions,banking77-test-2486,0.95,order_physical_card,order_physical_card,334.809423,openrouter-jev,True,125,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"Please, how do I order a card?",464.061106,False
openrouter-decisions,banking77-test-1055,0.53,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_bank_transfer,437.347169,openrouter-jev,True,126,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I have paid money into my account but it doesn't show.,572.119255,False
openrouter-decisions,banking77-test-1257,0.85,get_physical_card,change_pin,391.500822,openrouter-jev,True,127,typesafe/jev-1.13,typesafe/jev-1.13-20260917,About this card PIN?,510.009542,False
openrouter-decisions,banking77-test-0217,0.67,pending_cash_withdrawal,pending_cash_withdrawal,366.744687,openrouter-jev,True,128,typesafe/jev-1.13,typesafe/jev-1.13-20260917,how long til my cash out goes through?,476.982643,False
openrouter-decisions,banking77-test-0209,1.0,pending_cash_withdrawal,pending_cash_withdrawal,366.446426,openrouter-jev,True,129,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why is my withdrawal still pending?,473.708231,False
openrouter-decisions,banking77-test-1326,0.62,topping_up_by_card,receiving_money,341.44808,openrouter-jev,True,130,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can friends add to my account,458.894912,False
openrouter-decisions,banking77-test-2815,0.8,top_up_by_card_charge,top_up_by_card_charge,340.595353,openrouter-jev,True,131,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How much is the charge to top up my card?,456.795597,False
openrouter-decisions,banking77-test-0604,0.79,top_up_by_bank_transfer_charge,top_up_by_card_charge,376.561654,openrouter-jev,True,132,typesafe/jev-1.13,typesafe/jev-1.13-20260917,If I make a top-up are there charges applied?,493.020379,False
openrouter-decisions,banking77-test-0780,1.0,wrong_amount_of_cash_received,wrong_amount_of_cash_received,354.754505,openrouter-jev,True,133,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I tried to get $100 but I just got $20,466.295885,False
openrouter-decisions,banking77-test-2632,1.0,get_disposable_virtual_card,get_disposable_virtual_card,429.468698,openrouter-jev,True,134,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Is there a disposable virtual card I can order?,545.133723,False
openrouter-decisions,banking77-test-1576,1.0,declined_cash_withdrawal,declined_cash_withdrawal,363.189505,openrouter-jev,True,135,typesafe/jev-1.13,typesafe/jev-1.13-20260917,The withdrawal was declined I am unsure as to why this happened?,482.074903,False
openrouter-decisions,banking77-test-0043,1.0,card_linking,card_linking,392.47282,openrouter-jev,True,136,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Where do I link the new card?,525.354834,False
openrouter-decisions,banking77-test-3057,1.0,country_support,country_support,372.43892,openrouter-jev,True,137,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Is my country supported,502.236985,False
openrouter-decisions,banking77-test-0820,1.0,card_payment_fee_charged,card_payment_fee_charged,562.333221,openrouter-jev,True,138,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why would I be charged a fee for card payment?,691.570198,False
openrouter-decisions,banking77-test-1544,0.99,passcode_forgotten,passcode_forgotten,377.067743,openrouter-jev,True,139,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I need help resetting my passcode to access my app.,495.798612,False
openrouter-decisions,banking77-test-1667,0.96,lost_or_stolen_phone,lost_or_stolen_phone,317.310686,openrouter-jev,True,140,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I still use the app if I switched phones?,439.48077,False
openrouter-decisions,banking77-test-1387,0.89,disposable_card_limits,disposable_card_limits,368.308679,openrouter-jev,True,141,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can you explain the virtual cards limit?,488.400964,False
openrouter-decisions,banking77-test-2848,1.0,activate_my_card,activate_my_card,348.786555,openrouter-jev,True,142,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I received my new card, how is it activated?",478.07384,False
openrouter-decisions,banking77-test-0960,0.83,getting_virtual_card,getting_virtual_card,414.27514,openrouter-jev,True,143,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I have one of the virtual cards?,538.872053,False
openrouter-decisions,banking77-test-1773,0.92,Refund_not_showing_up,Refund_not_showing_up,356.575927,openrouter-jev,True,144,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Still waiting on a refund.,480.478443,False
openrouter-decisions,banking77-test-0501,1.0,age_limit,age_limit,351.820021,openrouter-jev,True,145,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can my 19 year old daughter open a savings account at the bank?,480.526784,False
openrouter-decisions,banking77-test-1880,0.88,pending_transfer,transfer_timing,445.444992,openrouter-jev,True,146,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How long does it take for a money transfer to show?,585.330288,False
openrouter-decisions,banking77-test-0764,0.68,wrong_amount_of_cash_received,wrong_amount_of_cash_received,364.20723,openrouter-jev,True,147,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why did I not get my cash back after I withdrew?,488.835336,False
openrouter-decisions,banking77-test-0270,0.9,fiat_currency_support,fiat_currency_support,339.431925,openrouter-jev,True,148,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I exchange and hold all fiat currencies?,451.941214,False
openrouter-decisions,banking77-test-1287,0.95,visa_or_mastercard,visa_or_mastercard,359.84307,openrouter-jev,True,149,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Are both Visa and Mastercard offered?,481.020434,False
openrouter-decisions,banking77-test-0460,1.0,lost_or_stolen_card,lost_or_stolen_card,343.176544,openrouter-jev,True,150,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I need help with a lost card,458.825643,False
openrouter-decisions,banking77-test-1284,0.63,visa_or_mastercard,visa_or_mastercard,412.3436,openrouter-jev,True,151,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Do you guys accept Visa or Mastercard?,521.924661,False
openrouter-decisions,banking77-test-2651,0.92,top_up_failed,verify_top_up,358.764743,openrouter-jev,True,152,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How can I check to see if my top-up worked?,490.580576,False
openrouter-decisions,banking77-test-0005,0.97,card_arrival,card_arrival,394.091309,openrouter-jev,True,153,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My card has not arrived yet.,503.378785,False
openrouter-decisions,banking77-test-2518,0.65,order_physical_card,get_physical_card,350.864766,openrouter-jev,True,154,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What are the fees for a physical card?,474.013778,False
openrouter-decisions,banking77-test-2546,0.5,virtual_card_not_working,virtual_card_not_working,403.395473,openrouter-jev,True,155,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My disposable card seems not to be working am I doing something wrong?,536.095509,False
openrouter-decisions,banking77-test-2953,1.0,card_about_to_expire,card_about_to_expire,340.729593,openrouter-jev,True,156,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I need a new card since my old one is about to expire.,471.170088,False
openrouter-decisions,banking77-test-0755,1.0,top_up_limits,top_up_limits,359.36832,openrouter-jev,True,157,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Is there a limit for top-ups?,490.346533,False
openrouter-decisions,banking77-test-1787,0.96,Refund_not_showing_up,Refund_not_showing_up,423.464014,openrouter-jev,True,158,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I am missing a refund.,544.030767,False
openrouter-decisions,banking77-test-0880,0.44,transfer_not_received_by_recipient,receiving_money,413.84974,openrouter-jev,True,159,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I transferred some money but the recipient is having trouble withdrawing.,543.346842,False
openrouter-decisions,banking77-test-2084,0.65,reverted_card_payment?,reverted_card_payment?,340.692393,openrouter-jev,True,160,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My card payment was cancelled.,464.112977,False
openrouter-decisions,banking77-test-1913,1.0,terminate_account,terminate_account,331.3936,openrouter-jev,True,161,typesafe/jev-1.13,typesafe/jev-1.13-20260917,This company sucks! Can you delete my account?,456.95908,False
openrouter-decisions,banking77-test-0287,0.93,card_delivery_estimate,card_delivery_estimate,371.404818,openrouter-jev,True,162,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How long will it take to deliver something to US?,491.357583,False
openrouter-decisions,banking77-test-0025,0.92,card_arrival,card_arrival,346.54543,openrouter-jev,True,163,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"My card has not arrived yet, where is it?",468.373171,False
openrouter-decisions,banking77-test-1420,0.6,compromised_card,compromised_card,309.793876,openrouter-jev,True,164,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I see random purchases to my account, was it hacked?",436.176777,False
openrouter-decisions,banking77-test-0642,0.42,pending_top_up,pending_top_up,321.5104,openrouter-jev,True,165,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My card was topped this morning but I can't see the funds. Why didn't it complete?,457.661589,False
openrouter-decisions,banking77-test-2695,0.89,balance_not_updated_after_bank_transfer,pending_transfer,367.934214,openrouter-jev,True,166,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I made an out of country transfer and it hasn't went through yet.,505.337401,False
openrouter-decisions,banking77-test-2556,0.99,virtual_card_not_working,virtual_card_not_working,340.176188,openrouter-jev,True,167,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Tell me why my virtual disposable card won't work.,449.009284,False
openrouter-decisions,banking77-test-2763,0.99,exchange_charge,exchange_charge,349.019631,openrouter-jev,True,168,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What are your currency exchange fees?,476.667379,False
openrouter-decisions,banking77-test-2279,0.58,receiving_money,receiving_money,394.357065,openrouter-jev,True,169,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I get paid in another currency?,524.415623,False
openrouter-decisions,banking77-test-2617,0.94,get_disposable_virtual_card,get_disposable_virtual_card,385.704737,openrouter-jev,True,170,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can you explain disposable cards?,507.097917,False
openrouter-decisions,banking77-test-2082,1.0,reverted_card_payment?,reverted_card_payment?,330.76574,openrouter-jev,True,171,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My card payment was reverted.  Why?,438.707347,False
openrouter-decisions,banking77-test-1536,0.85,passcode_forgotten,passcode_forgotten,356.560461,openrouter-jev,True,172,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I resent my passcode?,483.342577,False
openrouter-decisions,banking77-test-1090,0.44,card_payment_not_recognised,direct_debit_payment_not_recognised,421.200834,openrouter-jev,True,173,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I don't recall making that payment?,541.984863,False
openrouter-decisions,banking77-test-2377,0.99,verify_top_up,verify_top_up,414.804954,openrouter-jev,True,174,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Is it necessary to verify my top up?,532.076415,False
openrouter-decisions,banking77-test-2562,0.94,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,513.583473,openrouter-jev,True,175,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I took out money from a transaction machine and it exchanged the wrong dollar value amount from another currency!,633.636947,False
openrouter-decisions,banking77-test-1618,1.0,pending_card_payment,pending_card_payment,447.019053,openrouter-jev,True,176,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I would like to know why my purchases from this morning are still pending.,578.58311,False
openrouter-decisions,banking77-test-0400,0.89,card_not_working,card_not_working,326.913247,openrouter-jev,True,177,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"Could it be that I deactivated my card, its not working?",436.771747,False
openrouter-decisions,banking77-test-0281,0.56,card_delivery_estimate,get_physical_card,393.710442,openrouter-jev,True,178,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I need my card now!,534.306309,False
openrouter-decisions,banking77-test-3075,0.67,country_support,country_support,498.554736,openrouter-jev,True,179,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I'm not in the UK, can I get a card?",613.01052,False
openrouter-decisions,banking77-test-2598,0.97,wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge,316.269424,openrouter-jev,True,180,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I used the ATM machine to get money out for Holiday shopping and saw the outrageous charges. Why is that? I would not have used the ATM if I had known!,447.47759,False
openrouter-decisions,banking77-test-1267,0.48,get_physical_card,change_pin,396.68518,openrouter-jev,True,181,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I still don't have my pin.,514.879249,False
openrouter-decisions,banking77-test-1295,1.0,visa_or_mastercard,visa_or_mastercard,380.534916,openrouter-jev,True,182,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I would prefer a visa card,495.36862,False
openrouter-decisions,banking77-test-1947,0.99,card_swallowed,card_swallowed,401.295946,openrouter-jev,True,183,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Help!  The atm won't give me my card back.,517.178956,False
openrouter-decisions,banking77-test-2230,1.0,transfer_fee_charged,transfer_fee_charged,375.47082,openrouter-jev,True,184,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why was my transfer charged fees?,494.156071,False
openrouter-decisions,banking77-test-0927,0.91,getting_virtual_card,getting_virtual_card,345.300974,openrouter-jev,True,185,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can you tell me how to order a virtual card?,493.10394,False
openrouter-decisions,banking77-test-2918,0.73,cash_withdrawal_charge,wrong_amount_of_cash_received,314.839722,openrouter-jev,True,186,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"When I got cash, I'm pretty sure there was a glitch that overcharged me.",439.56182,False
openrouter-decisions,banking77-test-1888,1.0,terminate_account,terminate_account,346.483807,openrouter-jev,True,187,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I want to close my account,466.18123,False
openrouter-decisions,banking77-test-1101,0.5,card_payment_not_recognised,card_payment_not_recognised,389.2615,openrouter-jev,True,188,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"Please put a freeze on my card,  I am worried there has been some payments on it and I don't know what for.",518.504796,False
openrouter-decisions,banking77-test-1503,1.0,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,339.526841,openrouter-jev,True,189,typesafe/jev-1.13,typesafe/jev-1.13-20260917,This Direct Debit payment may not be right.,459.860217,False
openrouter-decisions,banking77-test-2198,0.33,beneficiary_not_allowed,supported_cards_and_currencies,349.512832,openrouter-jev,True,190,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I want to buy cryptocurrency, but your app doesn't let me. Why?",476.966238,False
openrouter-decisions,banking77-test-1378,1.0,disposable_card_limits,disposable_card_limits,324.436484,openrouter-jev,True,191,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How many disposable cards is the limit?,442.498654,False
openrouter-decisions,banking77-test-1430,0.84,compromised_card,compromised_card,422.371788,openrouter-jev,True,192,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Someone else used my card!,544.822355,False
openrouter-decisions,banking77-test-1894,1.0,terminate_account,terminate_account,328.417496,openrouter-jev,True,193,typesafe/jev-1.13,typesafe/jev-1.13-20260917,This company is terrible! Can you delete my account?,451.384614,False
openrouter-decisions,banking77-test-2669,0.84,top_up_failed,top_up_failed,416.042969,openrouter-jev,True,194,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What's the deal? My card was just denied for top up. Why is it not going through?,538.152992,False
openrouter-decisions,banking77-test-2616,1.0,get_disposable_virtual_card,get_disposable_virtual_card,320.820962,openrouter-jev,True,195,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I want to get a disposable virtual card.,438.103773,False
openrouter-decisions,banking77-test-0675,1.0,pending_top_up,pending_top_up,377.918693,openrouter-jev,True,196,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"Hi. I'm a new customer to your system and I think something isn't working right - or maybe it is. Maybe you can confirm. I tried to top up today (my first time ever) and it's been stuck at ""pending"" for over an hour now. Is it supposed to do this or is there something wrong in the system?",496.57847,False
openrouter-decisions,banking77-test-0364,0.98,card_not_working,card_not_working,328.814015,openrouter-jev,True,197,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How do I know why my card isn't working?,453.228496,False
openrouter-decisions,banking77-test-1183,0.68,why_verify_identity,unable_to_verify_identity,421.295791,openrouter-jev,True,198,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can i make transactions before identity verification is complete?,546.186968,False
openrouter-decisions,banking77-test-1653,1.0,lost_or_stolen_phone,lost_or_stolen_phone,402.644969,openrouter-jev,True,199,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My phone was stolen so I no longer have access to the app.,522.477853,False
openrouter-decisions,banking77-test-2912,1.0,cash_withdrawal_charge,cash_withdrawal_charge,402.59971,openrouter-jev,True,200,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I have never been charged a fee for cash withdrawal before. When did that change?,519.692653,False
openrouter-decisions,banking77-test-1273,0.56,get_physical_card,change_pin,314.61452,openrouter-jev,True,201,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Help me find my card pin!,432.577169,False
openrouter-decisions,banking77-test-1678,0.98,lost_or_stolen_phone,lost_or_stolen_phone,416.22555,openrouter-jev,True,202,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How do I use the app if I don't have my phone with me?,546.817846,False
openrouter-decisions,banking77-test-2078,0.99,transfer_timing,transfer_timing,303.102243,openrouter-jev,True,203,typesafe/jev-1.13,typesafe/jev-1.13-20260917,There is an important thing from China that I need to transfer. Approximately how long will this take?,437.390126,False
openrouter-decisions,banking77-test-2097,0.91,reverted_card_payment?,declined_card_payment,320.123035,openrouter-jev,True,204,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My credit card cancelled a payment for a purchase.,439.861339,False
openrouter-decisions,banking77-test-2707,0.49,balance_not_updated_after_bank_transfer,pending_transfer,330.292392,openrouter-jev,True,205,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I have completed a transfer but it is not showing up.,450.716481,False
openrouter-decisions,banking77-test-1457,0.88,atm_support,atm_support,371.380464,openrouter-jev,True,206,typesafe/jev-1.13,typesafe/jev-1.13-20260917,From where can I withdraw?,507.190077,False
openrouter-decisions,banking77-test-0548,1.0,pin_blocked,pin_blocked,399.053997,openrouter-jev,True,207,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"My pins seems to be blocked, can you unblock it please",517.435089,False
openrouter-decisions,banking77-test-2983,0.81,apple_pay_or_google_pay,apple_pay_or_google_pay,360.308467,openrouter-jev,True,208,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I top up from my Apple Watch?,473.894076,False
openrouter-decisions,banking77-test-2415,0.98,getting_spare_card,getting_spare_card,366.290072,openrouter-jev,True,209,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"Would I be able to get another card for my account, so I could give one to my daughter?",475.472226,False
openrouter-decisions,banking77-test-1029,0.99,top_up_reverted,top_up_reverted,289.31262,openrouter-jev,True,210,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Was my top up reversed?,420.091154,False
openrouter-decisions,banking77-test-0806,1.0,card_payment_fee_charged,card_payment_fee_charged,300.782121,openrouter-jev,True,211,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I used my card for a purchase and was charged a fee,405.079462,False
openrouter-decisions,banking77-test-2071,0.99,transfer_timing,transfer_timing,304.675753,openrouter-jev,True,212,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What would the approximate delivery date be if I transferred something urgently to China?,431.755096,False
openrouter-decisions,banking77-test-0094,0.98,exchange_rate,exchange_rate,397.351632,openrouter-jev,True,213,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Is it a good time to exchange?,529.770677,False
openrouter-decisions,banking77-test-2095,0.88,reverted_card_payment?,declined_card_payment,344.151752,openrouter-jev,True,214,typesafe/jev-1.13,typesafe/jev-1.13-20260917,why did the app refuse to make an approved payment,453.194422,False
openrouter-decisions,banking77-test-0594,1.0,contactless_not_working,contactless_not_working,382.776679,openrouter-jev,True,215,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Help me with my contactless which isn't working.,495.831648,False
openrouter-decisions,banking77-test-0129,0.98,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,313.33974,openrouter-jev,True,216,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I bought something in a foreign currency but the rate applied is wrong!,436.02419,False
openrouter-decisions,banking77-test-1995,1.0,transaction_charged_twice,transaction_charged_twice,352.045857,openrouter-jev,True,217,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I have a transaction that shows several times,476.590382,False
openrouter-decisions,banking77-test-1979,1.0,transaction_charged_twice,transaction_charged_twice,361.219039,openrouter-jev,True,218,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why was I charged multiple times for the same thing?,489.664431,False
openrouter-decisions,banking77-test-2152,1.0,change_pin,change_pin,352.036673,openrouter-jev,True,219,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Where can I find instructions to change my PIN?,459.899603,False
openrouter-decisions,banking77-test-0832,0.98,card_payment_fee_charged,card_payment_fee_charged,403.757633,openrouter-jev,True,220,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why was I charged an extra fee when using a card?,517.715635,False
openrouter-decisions,banking77-test-1754,0.93,declined_transfer,declined_transfer,331.392636,openrouter-jev,True,221,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"Why would my transfer be declined? I've checked that I've put in all the right details, but it is still declined.",460.488361,False
openrouter-decisions,banking77-test-0561,0.93,contactless_not_working,contactless_not_working,338.742014,openrouter-jev,True,222,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Are contactless payments enabled on my new card?,462.999161,False
openrouter-decisions,banking77-test-2887,0.99,cash_withdrawal_charge,cash_withdrawal_charge,339.449712,openrouter-jev,True,223,typesafe/jev-1.13,typesafe/jev-1.13-20260917,It looks like I was charged a withdrawal fee for going to my ATM. Why is that because I haven't been charged previously for doing so?,468.145784,False
openrouter-decisions,banking77-test-2705,0.35,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,343.979571,openrouter-jev,True,224,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why isn't the transfer on my account showing up?,426.205707,False
openrouter-decisions,banking77-test-1637,0.96,pending_card_payment,pending_card_payment,324.060966,openrouter-jev,True,225,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What does a pending transaction mean?,440.874561,False
openrouter-decisions,banking77-test-0699,1.0,cancel_transfer,cancel_transfer,418.907602,openrouter-jev,True,226,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I'd like to cancel a transfer,544.751249,False
openrouter-decisions,banking77-test-2522,0.99,virtual_card_not_working,virtual_card_not_working,359.380575,openrouter-jev,True,227,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My disposable virtual card doesn't seem to work,469.911677,False
openrouter-decisions,banking77-test-1185,0.99,why_verify_identity,why_verify_identity,323.858183,openrouter-jev,True,228,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why do I have to give you all of my identification details?,437.92001,False
openrouter-decisions,banking77-test-2455,1.0,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,329.855041,openrouter-jev,True,229,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I top up using a cheque?,458.701219,False
openrouter-decisions,banking77-test-0606,0.75,top_up_by_bank_transfer_charge,transfer_into_account,339.415613,openrouter-jev,True,230,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Are SWIFT transfers accepted?,465.521577,False
openrouter-decisions,banking77-test-1867,0.95,pending_transfer,pending_card_payment,394.723983,openrouter-jev,True,231,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I would like to know why my payment is still pending, can you help?",513.062822,False
openrouter-decisions,banking77-test-1377,1.0,disposable_card_limits,disposable_card_limits,383.267647,openrouter-jev,True,232,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What is the limit to number of transactions I can do with a disposable card?,518.38128,False
openrouter-decisions,banking77-test-0438,0.97,exchange_via_app,exchange_via_app,318.446527,openrouter-jev,True,233,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I use this app to change dollars into euros?,432.255601,False
openrouter-decisions,banking77-test-2504,0.86,order_physical_card,get_physical_card,329.215269,openrouter-jev,True,234,typesafe/jev-1.13,typesafe/jev-1.13-20260917,can I have a non virtual card?,433.646511,False
openrouter-decisions,banking77-test-1552,0.96,passcode_forgotten,passcode_forgotten,499.852622,openrouter-jev,True,235,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I reset my password?  I don't know what it is.,616.58014,False
openrouter-decisions,banking77-test-0171,0.98,extra_charge_on_statement,extra_charge_on_statement,300.531794,openrouter-jev,True,236,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I can see an extra 1£ charge on my app. Why did you charge me extra?,424.08036,False
openrouter-decisions,banking77-test-1658,0.63,lost_or_stolen_phone,terminate_account,351.694145,openrouter-jev,True,237,typesafe/jev-1.13,typesafe/jev-1.13-20260917,my phone was taken! can you place cancel my account so no one uses it,437.729839,False
openrouter-decisions,banking77-test-2813,1.0,top_up_by_card_charge,top_up_by_card_charge,360.45069,openrouter-jev,True,238,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Are there any fees if I use a European bank card for a top up?,463.846635,False
openrouter-decisions,banking77-test-2391,0.97,verify_top_up,verify_top_up,344.143171,openrouter-jev,True,239,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I don't understand why it says I have to verify the top-up.,456.574526,False
openrouter-decisions,banking77-test-1795,1.0,Refund_not_showing_up,Refund_not_showing_up,513.857058,openrouter-jev,True,240,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why doesn't a return show up im my account from a purchase I made?,651.866233,False
openrouter-decisions,banking77-test-0687,0.97,cancel_transfer,cancel_transfer,331.055049,openrouter-jev,True,241,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through",443.55316,False
openrouter-decisions,banking77-test-1712,0.43,request_refund,reverted_card_payment?,421.275612,openrouter-jev,True,242,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I want to reverse a purchase. Can I cancel it?,554.380079,False
openrouter-decisions,banking77-test-0538,1.0,pin_blocked,card_swallowed,403.991967,openrouter-jev,True,243,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I attempted to use my card while I was intoxicated, and I failed to input my PIN, and the machine kept my card. How soon can I have it back?",510.266598,False
openrouter-decisions,banking77-test-0917,0.99,supported_cards_and_currencies,topping_up_by_card,385.682266,openrouter-jev,True,244,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How can I use American Express to add funds to my account?,501.225665,False
openrouter-decisions,banking77-test-0951,0.96,getting_virtual_card,getting_virtual_card,390.877496,openrouter-jev,True,245,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Please help me get a virtual card.,517.109499,False
openrouter-decisions,banking77-test-0431,0.99,exchange_via_app,exchange_via_app,314.801924,openrouter-jev,True,246,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can this app help me exchange currencies?,448.443473,False
openrouter-decisions,banking77-test-0946,0.79,getting_virtual_card,getting_virtual_card,327.742648,openrouter-jev,True,247,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I get a copy of the card by email?,438.914359,False
openrouter-decisions,banking77-test-2129,1.0,change_pin,change_pin,361.275884,openrouter-jev,True,248,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I want to set a new PIN,490.500794,False
openrouter-decisions,banking77-test-1626,0.74,pending_card_payment,pending_card_payment,427.502067,openrouter-jev,True,249,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My payment still hasn't processed!,519.475588,False
